no stemmer
MODEL A: 0.03854908315164898, lexisnumber
0.0, _roll
0.0, _romney
0.0, _ronald
0.0, _room
0.0, _roots
0.0, _rose
0.0, _roughly
0.0, _round
0.0, _rove
0.18616687311425725, _roxanne
0.0, _rules
0.0, _ruling
0.0, _rumors
0.0, _run
0.05758112212276311, _running
0.0, _runs
0.04286425757214244, _rural
0.0, _rush
0.0, _russia
0.06923294296270084, _russian
0.0, _safe
0.0, _safety
0.037932122266731566, _sales
0.0, _salter
0.0, _san
0.017919595815999667, _sarah
0.0, _sat
0.0, _saturday
0.0, _save
0.0, _savings
0.0, _scale
0.0, _scandal
0.0, _scene
0.0, _scheduled
0.0, _schmidt
0.01769186204529722, _school
0.0, _schools
0.04794606393291551, _science
0.0, _scott
0.0, _scranton
0.03215231585078663, _screen
0.057060228947469684, _script
0.05033964287876948, _search
0.020311289576527038, _season
0.032439643266483756, _seat
0.0, _seats
0.18616687311425725, _secret
0.0, _secretary
0.0, _sector
0.07048080915334758, _securities
0.0, _security
0.0, _seek
0.0, _seeking
0.0, _sees
0.0, _selection
0.0, _sell
0.0, _selling
0.0, _sen
0.0, _senate
0.0, _senator
0.0, _senators
0.0, _send
0.0, _senior
0.0, _sense
0.0, _separate
0.0, _sept
0.030374470519960953, _september
0.0, _series
0.0, _serve
0.0, _served
0.0, _service
0.0, _services
0.02312172370547551, _serving
0.0, _set
0.0, _setting
0.0, _sex
0.0, _shaheen
0.0, _share
0.0, _sharp
0.0, _shift
0.0, _short
0.0, _shot
0.0, _shots
0.0, _shouldn
0.023420322671050292, _show
0.0, _showed
0.0, _showing
0.0, _shown
0.0, _shows
0.0, _side
0.0, _sides
0.0, _sign
0.045802566657615305, _signed
0.0, _significant
0.030374470519960953, _signs
0.0, _similar
0.0, _simple
0.0, _simply
0.0, _singer
0.0, _single
0.0, _sit
0.0, _site
0.0, _sites
0.0, _sitting
0.0, _situation
0.03129942293812851, _size
0.0, _skills
0.0, _slow
0.0, _small
0.0, _smart
0.04915691819388525, _smith
0.0, _social
0.0, _society
0.0, _solar
0.0, _sold
0.0, _soldiers
0.0, _solution
0.0, _solutions
0.0, _son
0.0, _song
0.0, _songs
0.0, _sort
0.0, _sought
0.0, _sound
0.0, _source
0.0, _sources
0.0, _south
0.0, _southern
0.07048080915334758, _space
0.0, _spanish
0.0, _speak
0.0, _speaker
0.0, _speaking
0.0, _speaks
0.0796991264976715, _spears
0.0, _special
0.0, _specific
0.0, _speech
0.0, _speeches
0.0, _spend
0.0, _spending
0.026135705148444776, _spent
0.0, _spoke
0.0, _spoken
0.0, _spokesman
0.0, _spokeswoman
0.0, _sponsored
0.02939844946141684, _sports
0.05356747077177129, _spot
0.0, _spots
0.0, _spread
0.0, _spring
0.0, _st
0.0, _stadium
0.0, _staff
0.0, _stage
0.0, _stand
0.0, _standard
0.0, _standards
0.0, _standing
0.0, _stands
0.0, _star
0.0, _stars
0.013785774773463915, _start
0.0, _started
0.0, _starting
0.04228646588311825, _state
0.0, _statement
0.0, _statements
0.0, _states
0.0, _stations
0.0, _status
0.0, _stay
0.019300428299465332, _step
0.0, _steps
0.0, _steve
0.0, _stevens
0.0, _stewart
0.0, _stock
0.0, _stood
0.0, _stop
0.0, _store
0.0, _stories
0.0, _story
0.0, _straight
0.0, _strategic
0.0, _strategist
0.0, _strategists
0.0, _strategy
0.0, _street
0.0, _strength
0.0, _strong
0.0, _struck
0.0, _struggling
0.0, _students
0.0, _studies
0.0, _study
0.0, _stuff
0.0, _stump
0.0, _style
0.0, _subject
0.0, _success
0.0, _successful
0.0, _suddenly
0.0, _suggest
0.0, _suggested
0.0, _suggesting
0.0, _suggests
0.0, _summer
0.0, _sunday
0.0, _sununu
0.0, _support
0.18616687311425725, _supported
0.0, _supporter
0.0, _supporters
0.0, _supporting
0.0, _supports
0.0, _supposed
0.0, _supreme
0.0, _surge
0.0, _surprise
0.0, _surprised
0.0, _survey
0.0, _swift
0.0, _swing
0.06923294296270084, _system
0.0, _table
0.0, _tactic
0.027390676399495387, _tactics
0.0, _takes
0.03578807172072485, _taking
0.0, _talk
0.0, _talked
0.0, _talking
0.0, _talks
0.0, _target
0.0, _task
0.0, _tax
0.0, _taxes
0.0, _taxpayers
0.0, _team
0.0, _tech
0.0, _technology
0.0, _television
0.0, _telling
0.0, _tells
0.0, _tend
0.0, _term
0.0, _terms
0.0, _terrorism
0.0, _terrorist
0.0, _test
0.0, _texas
0.03215231585078663, _text
0.0, _theater
0.0, _theme
0.013244687062195242, _thing
0.012171767971566584, _things
0.0, _thinking
0.0, _thinks
0.055032412267610124, _thomas
0.0, _thought
0.017853449619639312, _thousands
0.0, _threat
0.0, _thursday
0.0, _ticket
0.0, _tie
0.0, _tied
0.0, _ties
0.0, _tim
0.021186959980031634, _time
0.0, _times
0.0, _today
0.0, _told
0.0, _tom
0.0, _tomorrow
0.0, _tone
0.0, _tonight
0.0, _tony
0.01356225861115508, _top
0.032239149785294, _total
0.0, _touch
0.0, _tough
0.0, _tour
0.0, _town
0.0, _tracey
0.0, _track
0.0, _trade
0.01894238246055861, _traditional
0.0, _trail
0.0, _traveling
0.0, _treasury
0.0, _trillion
0.0, _trip
0.0, _troops
0.0, _trouble
0.0, _troubled
0.0, _true
0.0, _trust
0.0, _truth
0.04563441356683795, _tucker
0.0, _tuesday
0.0, _turn
0.0, _turned
0.0, _turning
0.0, _turnout
0.0, _turns
0.0, _tv
0.0, _type
0.0, _ultimately
0.0, _undecided
0.0, _underground
0.0, _understand
0.0, _unemployment
0.0, _union
0.0, _united
0.02104040068359978, _university
0.0, _unlike
0.0, _unusual
0.0, _urban
0.0, _urged
0.0, _usa
0.0, _usual
0.18616687311425725, _va
0.0, _values
0.0, _variety
0.0, _vehicles
0.0, _venture
0.0, _version
0.20263746661693532, _veteran
0.0, _veterans
0.020756499749860716, _vice
0.0, _victory
0.0, _video
0.0, _videos
0.0, _vietnam
0.0, _view
0.0, _viewed
0.0, _viewers
0.0, _views
0.0, _violence
0.0, _virginia
0.1950722569027574, _visit
0.0, _visited
0.0, _voice
0.06652968103629764, _volunteer
0.0, _volunteers
0.02639514659873356, _vote
0.0, _voted
0.0, _voter
0.0, _voters
0.07167289837946349, _votes
0.0, _voting
0.0, _wait
0.0, _waiting
0.0, _wall
0.0, _wanted
0.0, _war
0.0, _warming
0.0, _warned
0.0, _warner
0.0, _washington
0.05166035160974832, _washingtonpost
0.0, _wasn
0.0, _watch
0.0, _watched
0.0, _watching
0.0, _water
0.0, _ways
0.0, _wealth
0.0, _wealthy
0.0, _wearing
0.0, _weather
0.0, _web
0.0, _webb
0.0, _wednesday
0.0, _week
0.0, _weekend
0.0, _weeks
0.0, _west
0.0, _western
0.0, _white
0.0, _wide
0.0, _widely
0.0, _wife
0.0, _william
0.0, _win
0.0, _wind
0.0, _wing
0.0, _winner
0.0, _winning
0.0650462833392975, _wins
0.0, _wisconsin
0.0, _wisdom
0.0, _withdrawal
0.0, _woman
0.0, _women
0.0, _won
0.0, _word
0.0, _words
0.020291203191875908, _work
0.0, _worked
0.0, _worker
0.0, _workers
0.0, _working
0.0, _works
0.012052604722335492, _world
0.0, _worried
0.0, _worry
0.0, _worse
0.0, _worst
0.0, _worth
0.0, _wouldn
0.18616687311425725, _wounded
0.0, _wright
0.0, _write
0.0, _writer
0.0, _writers
0.07173605833299905, _writes
0.0, _writing
0.0, _written
0.0, _wrong
0.0, _wrote
0.02661673764229207, _year
0.018395270966367706, _years
0.0, _yesterday
0.016350693695663908, _york
0.0, _young
0.0, _younger
0.0, _youtube
1.0, _merged
MODEL B: 0.0, lexisnumber
0.0, _000
0.0, _1
0.0, _10
0.0, _100
0.0, _11
0.0, _12
0.0, _13
0.0, _14
0.16888130896626027, _15
0.0, _16
0.0, _18
0.18755815104025278, _19
0.0, _1960s
0.0, _1980
0.0, _1988
0.0, _2
0.0, _20
0.0, _200
0.0, _2000
0.0, _2001
0.0, _2003
0.0, _2004
0.0, _2005
0.0, _2006
0.0, _2007
0.0, _2008
0.0, _22
0.2040157161584743, _24
0.0, _25
0.0, _250
0.0, _26
0.0, _28
0.0, _3
0.0, _30
0.0, _300
0.0, _35
0.0, _4
0.1539410047369463, _40
0.0, _42
0.09844971014524957, _47
0.0, _5
0.0, _50
0.0, _500
0.1539410047369463, _6
0.0, _60
0.0, _65
0.0, _7
0.0, _700
0.0, _8
0.0, _9
0.0, _90
0.0, _95
0.0, ________________________
0.0, _abc
0.0, _ability
0.17546465803069364, _abortion
0.0, _absolutely
0.0, _accept
0.16888130896626027, _acceptance
0.1344472186386437, _accomplishment
0.0, _accountability
0.0, _accounting
0.0, _accounts
0.21308407863409484, _accuracy
0.0, _accurate
0.0, _accusation
0.0, _accusations
0.0, _accused
0.0, _accuses
0.0, _accusing
0.0, _acknowledged
0.0, _acorn
0.0, _act
0.0, _action
0.0, _acts
0.0, _ad
0.0, _add
0.0, _added
0.0, _adding
0.06954758438551596, _address
0.0, _addressed
0.0, _administration
0.0, _ads
0.0, _advantage
0.17349963676599386, _advertisement
0.0, _advertisements
0.0, _advertising
0.0, _advice
0.0, _adviser
0.1816605282198717, _advisers
0.0, _advocacy
0.0, _affairs
0.0, _affect
0.0, _afford
0.0, _afghanistan
0.0, _african
0.0, _afternoon
0.0, _age
0.0, _agenda
0.0, _aggressive
0.0, _aggressively
0.0, _ago
0.0, _agree
0.0, _agreed
0.0, _ahead
0.1539410047369463, _aide
0.0, _aides
0.0, _aimed
0.0, _air
0.0, _aired
0.0, _airing
0.0, _airwaves
0.0, _al
0.0, _alaska
0.0, _alcohol
0.0, _alex
0.0, _alliance
0.0, _allies
0.0, _allowed
0.0, _alternative
0.0, _america
0.04579925728525794, _american
0.0, _americans
0.0, _amid
0.0, _amount
0.0, _amy
0.06830414945676713, _analysis
0.1344472186386437, _analysts
0.0, _anger
0.11668404017617834, _angry
0.0, _announced
0.0, _announcement
0.0, _announcer
0.0, _anonymity
0.0, _answer
0.0, _anti
0.0, _apparently
0.0, _appeal
0.09844971014524957, _appealing
0.0, _appearance
0.0, _appearances
0.0, _appeared
0.0, _appearing
0.0, _appears
0.0, _applause
0.0, _approach
0.0, _approval
0.0, _approve
0.0, _april
0.11668404017617834, _area
0.0, _areas
0.0, _aren
0.0, _argetsinger
0.0, _argue
0.0, _argued
0.0, _arguing
0.0, _argument
0.0, _ariz
0.0, _arizona
0.0, _arlington
0.0, _arm
0.0, _arnold
0.0, _arrived
0.0, _article
0.0, _ashley
0.0, _asked
0.0, _asks
0.0, _assault
0.0, _assertion
0.0, _assertions
0.0, _asserts
0.0, _association
0.0, _attack
0.0, _attacked
0.0, _attacking
0.0, _attacks
0.0, _attempt
0.0, _attempts
0.0, _attention
0.0, _atwater
0.0, _audience
0.0, _aug
0.0, _august
0.0, _author
0.0, _average
0.0, _avoid
0.0, _awesome
0.0, _axelrod
0.0, _ayers
0.0, _babies
0.19322069164025638, _baby
0.19322069164025638, _back
0.0, _backed
0.0, _background
0.0, _backing
0.07201198955611955, _bad
0.0, _bailout
0.0, _ban
0.0, _band
0.11668404017617834, _bank
0.0, _banking
0.0, _banks
0.1816605282198717, _bar
0.0, _barack
0.0, _barely
0.0, _barrel
0.0, _base
0.0, _based
0.0, _basis
0.0, _battle
0.0, _battleground
0.0, _beach
0.0, _beat
0.0, _beer
0.0, _began
0.0, _begin
0.0, _beginning
0.0, _begins
0.0, _begun
0.0, _behalf
0.0, _believed
0.1478845989378984, _believes
0.0, _benefit
0.0, _benefits
0.0, _berlin
0.16888130896626027, _biden
0.038468196604634415, _big
0.0, _bigger
0.0, _biggest
0.0, _bill
0.0, _billion
0.0, _bills
0.0, _biography
0.0, _bipartisan
0.0, _bit
0.0, _black
0.0, _blame
0.0, _blamed
0.0, _block
0.0, _blue
0.0, _board
0.0, _boat
0.0, _body
0.0, _bombed
0.0, _book
0.0, _boost
0.0, _born
0.0, _bottom
0.0, _bought
0.0, _bounds
0.19869472195585014, _boy
0.0, _boys
0.0, _brand
0.0, _brangelina
0.0, _break
0.0, _breaks
0.0, _brian
0.0, _bridge
0.0, _bring
0.0, _britney
0.0, _broadcast
0.0, _broken
0.0, _brother
0.08258103173557664, _brought
0.0, _budget
0.0, _build
0.0, _building
0.0, _built
0.0, _burton
0.0, _bus
0.0, _bush
0.0, _business
0.0, _businesses
0.18755815104025278, _button
0.0, _buy
0.0, _buying
0.0, _cable
0.0, _calif
0.0, _california
0.0, _call
0.0, _called
0.0, _calling
0.0535020682706348, _calls
0.0, _camera
0.0, _cameras
0.0, _camp
0.0, _campaign
0.0, _campaigned
0.06807594904759093, _campaigning
0.0, _campaigns
0.0, _canceled
0.0, _candidacy
0.0, _candidate
0.0, _candidates
0.0, _capital
0.0, _capitol
0.0, _car
0.0, _card
0.0, _care
0.0, _career
0.0, _carefully
0.0898650712403044, _carolina
0.0, _carried
0.0, _cars
0.09437787473198948, _carter
0.0, _case
0.07206125448989267, _cast
0.0, _catch
0.0, _caused
0.0, _cbs
0.0, _celebrities
0.0, _celebrity
0.0, _cell
0.0, _center
0.0, _central
0.0, _century
0.0, _chairman
0.0, _challenge
0.0, _challenged
0.0, _challenges
0.0, _chance
0.0, _chances
0.0, _change
0.0, _changed
0.0, _changing
0.0, _character
0.0, _charge
0.0, _charged
0.0, _charges
0.0, _charging
0.0, _charles
0.0, _chat
0.0, _check
0.0, _checking
0.16177760144873848, _cheney
0.0, _chicago
0.0, _chief
0.0, _child
0.0, _childhood
0.0, _children
0.0, _china
0.18514507679420902, _choice
0.09844971014524957, _choose
0.0, _chose
0.11668404017617834, _chosen
0.08635678875918158, _chris
0.0, _christian
0.0, _church
0.0, _cindy
0.0, _cited
0.0, _citizens
0.0, _citizenship
0.0, _city
0.0, _civil
0.0, _civilians
0.0, _claim
0.0, _claimed
0.0, _claiming
0.0, _claims
0.0, _class
0.0, _clean
0.0, _clear
0.0, _climate
0.06733756529477329, _clinton
0.0, _clintons
0.0, _clip
0.0, _close
0.0, _closed
0.0, _closely
0.09844971014524957, _closest
0.0, _closing
0.10790129583832653, _club
0.0, _cnn
0.1539410047369463, _coach
0.0, _coal
0.0, _collapse
0.06963101004403538, _college
0.0, _colorado
0.0, _column
0.0, _combat
0.0, _comfortable
0.07336547462296711, _coming
0.0, _commander
0.0, _comment
0.17546465803069364, _commentators
0.0, _comments
0.0, _commercial
0.0, _commercials
0.09844971014524957, _commission
0.0, _commitment
0.0, _committed
0.0, _committee
0.0, _common
0.0, _communications
0.16888130896626027, _community
0.0, _companies
0.0, _company
0.0, _compared
0.0, _compete
0.0, _competitive
0.0, _completely
0.0, _complicated
0.0, _comprehensive
0.0, _compromise
0.0, _computer
0.0, _concern
0.0, _concerned
0.0, _concerns
0.0, _concluded
0.0, _condition
0.0, _conducted
0.0, _conference
0.11668404017617834, _confidence
0.0, _confident
0.0, _confirmed
0.0, _congress
0.0, _congressional
0.0, _congressman
0.0, _connection
0.0, _conservative
0.0, _conservatives
0.0, _considered
0.0, _consistently
0.0, _consultant
0.0, _content
0.07796474892776221, _contest
0.0, _contests
0.10249778354247226, _context
0.0, _continue
0.0, _continued
0.05627817800000736, _continues
0.0, _contrast
0.0, _contributed
0.0, _contributions
0.07566071588587138, _control
0.0, _controversial
0.0, _controversy
0.11663758919652624, _convention
0.0, _conventions
0.0, _conversation
0.0, _convicted
0.0, _convince
0.0, _convinced
0.0, _cool
0.0, _corporate
0.0, _corporations
0.0, _correspondent
0.0, _corruption
0.0, _cost
0.0, _costs
0.0, _couldn
0.0, _council
0.09437787473198948, _count
0.0, _counter
0.0, _country
0.18755815104025278, _county
0.0, _couple
0.0, _courage
0.0, _court
0.0, _cover
0.0, _coverage
0.0, _cracker
0.0, _crazy
0.0, _create
0.0, _created
0.0, _creating
0.0, _credit
0.0, _crisis
0.0, _critical
0.0, _criticism
0.0, _criticized
0.0, _criticizing
0.0, _critics
0.0, _crossed
0.20921142797413309, _crowd
0.0, _crowds
0.0, _crucial
0.17546465803069364, _cultural
0.0, _culture
0.0, _current
0.0, _cut
0.0, _cute
0.0, _cuts
0.0, _cutting
0.09437787473198948, _cycle
0.0, _daily
0.0, _daley
0.0, _damage
0.0, _danger
0.0, _dangerous
0.0, _dark
0.0, _data
0.0, _date
0.0, _daughter
0.04808427850720299, _david
0.0, _davis
0.0967064090536852, _day
0.0823418250138229, _days
0.10790129583832653, _dead
0.0, _deal
0.0, _debate
0.0, _debates
0.0, _debt
0.0, _decade
0.057523218162986674, _decades
0.16177760144873848, _december
0.0, _decent
0.0, _decide
0.0, _decided
0.0, _decision
0.0, _declared
0.0, _declaring
0.0, _declined
0.0, _deep
0.0, _deeper
0.0, _defeat
0.0, _defend
0.0, _defense
0.0, _deficit
0.0, _define
0.0, _defined
0.0, _delaware
0.0, _delegates
0.0, _deliver
0.0, _delivered
0.09844971014524957, _demand
0.0, _democrat
0.038172510252957786, _democratic
0.0, _democrats
0.0, _denied
0.0, _denver
0.0, _department
0.0, _deregulation
0.0, _deserves
0.0, _designed
0.0, _detailed
0.1539410047369463, _details
0.0, _dhl
0.18755815104025278, _dick
0.11668404017617834, _didn
0.0, _died
0.1539410047369463, _difference
0.0, _differences
0.0, _difficult
0.10790129583832653, _dinner
0.0, _direct
0.0, _direction
0.0, _directly
0.0, _director
0.0, _dirty
0.0, _disagree
0.0, _disaster
0.0, _discipline
0.0, _discuss
0.0, _discussed
0.0, _discussion
0.0, _discussions
0.0, _dishonest
0.0, _dishonorable
0.0, _dismissed
0.0, _disrespectful
0.0, _distance
0.1508555813983348, _distortion
0.0, _district
0.03762647421812826, _doesn
0.17546465803069364, _dog
0.0, _dollar
0.0, _dollars
0.0, _domestic
0.0, _dominated
0.047610246808760456, _don
0.0, _donors
0.19869472195585014, _door
0.0, _doubt
0.0, _douglas
0.0, _dozen
0.0, _draw
0.0, _drawing
0.0, _drawn
0.08635678875918158, _dream
0.0, _drew
0.0, _drill
0.0, _drilling
0.0, _drive
0.0, _driven
0.0, _dukakis
0.0, _eakin
0.0, _earlier
0.050087380483197066, _early
0.15571220621047815, _earning
0.0, _earth
0.0, _east
0.06300508013915576, _easy
0.0, _economic
0.0, _economics
0.0, _economy
0.0, _ed
0.0, _editor
0.0, _editorial
0.0, _education
0.0, _edward
0.0, _effect
0.0, _effective
0.0, _effort
0.16177760144873848, _efforts
0.1539410047369463, _elected
0.060286551817448554, _election
0.1539410047369463, _elections
0.0, _electoral
0.0, _elite
0.0, _elitist
0.0, _embrace
0.0, _embraced
0.0, _emergency
0.0, _emotional
0.0, _emphasizing
0.0, _employees
0.0, _end
0.0, _ended
0.0, _ending
0.0, _endorsed
0.0, _ends
0.0, _energy
0.0, _engaged
0.0, _english
0.0, _enormous
0.0, _entire
0.0, _environment
0.0, _era
0.0, _essentially
0.0, _estate
0.0, _estimated
0.0, _ethics
0.0, _europe
0.0, _evan
0.08635678875918158, _evening
0.0, _event
0.0, _events
0.0, _evidence
0.0, _evident
0.0, _exchange
0.0, _executive
0.0, _executives
0.0, _exercise
0.0, _expanding
0.0, _expect
0.0, _expected
0.0, _expensive
0.06714385662324439, _experience
0.0, _experienced
0.0, _explanation
0.0, _express
0.0, _expressed
0.0, _eyes
0.0, _face
0.0, _faces
0.0, _facing
0.0, _fact
0.18581048483926155, _factcheck
0.0, _factor
0.06309167475502286, _facts
0.0, _failed
0.0, _failing
0.0, _failure
0.0, _fair
0.0, _fairly
0.18755815104025278, _faith
0.0, _fall
0.16177760144873848, _falls
0.0, _false
0.1344472186386437, _falsehoods
0.0, _falsely
0.0, _familiar
0.0, _families
0.0, _family
0.0, _famous
0.0, _fannie
0.0, _fashion
0.0, _fast
0.1033939961910536, _father
0.0, _favor
0.0, _favored
0.18755815104025278, _favorite
0.0, _favors
0.0, _fear
0.0, _featured
0.0, _features
0.0, _featuring
0.0, _federal
0.06605831640485314, _feel
0.13270405122191606, _feeling
0.0, _feels
0.0, _feet
0.0, _fellow
0.0, _felt
0.0, _female
0.0, _fewer
0.0, _field
0.0, _fight
0.0, _fighter
0.0, _fighting
0.0, _figure
0.0, _figures
0.0, _fill
0.0, _film
0.16888130896626027, _final
0.0, _finally
0.1539410047369463, _finance
0.1816605282198717, _financial
0.0, _financing
0.0, _find
0.0, _fine
0.0, _fire
0.0, _firm
0.0, _firms
0.0, _fiscal
0.0, _fix
0.0, _fla
0.0, _flag
0.0, _flip
0.0, _floor
0.1816605282198717, _florida
0.0, _focus
0.0, _focused
0.0, _focusing
0.0, _folks
0.1539410047369463, _follow
0.0, _food
0.0, _footage
0.0, _force
0.0, _forced
0.18755815104025278, _forces
0.0, _foreign
0.0, _forward
0.0, _fought
0.0, _found
0.0, _foundation
0.0, _founder
0.0, _fox
0.0, _franklin
0.0, _fraud
0.0, _freddie
0.0, _free
0.0, _freedom
0.0, _frequently
0.0, _friday
0.0898650712403044, _friend
0.16177760144873848, _friends
0.0, _front
0.0, _full
0.0, _fully
0.13270405122191606, _fun
0.0, _fund
0.0, _fundamentally
0.1539410047369463, _fundamentals
0.1344472186386437, _funding
0.0, _fundraiser
0.0, _fundraising
0.0, _funds
0.0, _funny
0.0, _future
0.0, _gallon
0.0, _game
0.0, _gas
0.0, _gasoline
0.0, _gathering
0.0, _gave
0.0, _gay
0.04867139650203826, _general
0.0, _generally
0.10790129583832653, _generation
0.06733756529477329, _george
0.10207267550332624, _georgia
0.0, _germany
0.0, _giants
0.0, _gibbs
0.0, _girl
0.0, _giuliani
0.0, _give
0.0, _giving
0.0, _glad
0.0, _global
0.0, _goal
0.0, _god
0.0, _gold
0.0, _goldstein
0.04267547187781205, _good
0.0, _gop
0.17546465803069364, _gore
0.0, _gossip
0.0, _gov
0.0, _government
0.0, _governor
0.0, _gramm
0.0, _grand
0.062313173898935, _great
0.0, _greater
0.0, _greatest
0.0, _greed
0.0, _green
0.0, _grew
0.0, _ground
0.0, _group
0.0, _groups
0.0, _grow
0.0, _growing
0.0, _grown
0.0, _growth
0.0, _guess
0.0, _guest
0.1539410047369463, _gun
0.0535020682706348, _guy
0.0, _guys
0.0, _gym
0.0, _hagel
0.0, _hair
0.0, _half
0.0, _hall
0.16177760144873848, _hampshire
0.0751322949998342, _hand
0.0, _handle
0.06001091008560278, _hands
0.0, _happen
0.1539410047369463, _happened
0.0, _happy
0.06694318503196194, _hard
0.0, _harder
0.0, _harvard
0.0, _hasn
0.08285490227042043, _haven
0.0, _hawaii
0.09991343214239011, _head
0.0, _heading
0.0, _headline
0.0, _headlines
0.10790129583832653, _headquarters
0.0, _heads
0.14031552212306342, _health
0.0, _hear
0.16888130896626027, _heard
0.0, _hearing
0.0, _heart
0.0, _heavily
0.0, _heavy
0.0, _held
0.0, _helped
0.0, _helping
0.0, _hero
0.0, _hey
0.0, _high
0.0, _higher
0.0, _highest
0.09844971014524957, _highlight
0.0, _hill
0.0, _hillary
0.0, _hilton
0.0, _hispanic
0.1539410047369463, _hispanics
0.09437787473198948, _historic
0.0, _history
0.0, _hit
0.0, _hold
0.0, _holding
0.0, _holdings
0.0, _holds
0.0, _holtz
0.0, _home
0.0, _homeowners
0.0, _homeownership
0.0, _homes
0.0, _honest
0.0, _honor
0.0, _hope
0.07566071588587138, _hopes
0.0, _hospital
0.0, _host
0.0, _hot
0.0, _hotel
0.10948093228907747, _hour
0.17546465803069364, _hours
0.0, _house
0.0, _households
0.0, _houses
0.0, _housing
0.0, _huge
0.0, _humor
0.16888130896626027, _hurricane
0.0, _hurt
0.0, _husband
0.12888424727953326, _idea
0.0, _ideas
0.0, _ignoring
0.0, _ill
0.0, _illegal
0.0, _illinois
0.0, _image
0.0, _images
0.0, _imagine
0.0, _immediately
0.0, _immigrants
0.0, _immigration
0.0, _impact
0.0, _implication
0.0, _importance
0.0, _important
0.0, _impression
0.0, _include
0.0, _included
0.0, _includes
0.0, _including
0.10872551995662169, _income
0.0, _increase
0.0, _increased
0.0, _increasing
0.0, _increasingly
0.0, _independence
0.0, _independent
0.0, _independents
0.0, _indiana
0.0, _indication
0.0, _individuals
0.0, _industry
0.0, _inexperienced
0.0, _influence
0.0, _information
0.0, _informed
0.0, _inside
0.0, _instance
0.0, _institute
0.0, _institution
0.0, _institutions
0.0, _insurance
0.0, _intended
0.0, _interest
0.0, _interested
0.0, _interesting
0.0, _interests
0.0, _international
0.16888130896626027, _internet
0.0, _interview
0.08635678875918158, _interviews
0.0, _introduced
0.0, _invest
0.0, _investment
0.10207267550332624, _involved
0.0, _iowa
0.0, _ipod
0.0, _iran
0.0, _iraq
0.0, _isn
0.0, _issue
0.0, _issued
0.0, _issues
0.0, _jackson
0.11668404017617834, _james
0.0, _january
0.0, _jell
0.0, _jeremiah
0.0, _jill
0.0, _jim
0.19869472195585014, _jimmy
0.0, _job
0.0, _jobs
0.0, _joe
0.0, _john
0.0, _join
0.0, _joined
0.0, _joke
0.0, _jon
0.0, _jones
0.0, _joseph
0.0, _journal
0.0, _jr
0.0, _judge
0.0, _judgment
0.0, _july
0.17546465803069364, _june
0.0, _kaine
0.0, _kansas
0.0, _karl
0.0, _keating
0.0, _keeping
0.0, _kennedy
0.0, _kerry
0.0, _key
0.0, _kids
0.0, _killed
0.0, _killing
0.16888130896626027, _kind
0.0, _kindergarten
0.0, _kindergartners
0.0, _king
0.16177760144873848, _knew
0.0, _knowing
0.0, _korea
0.0, _labor
0.0, _lack
0.1539410047369463, _ladies
0.0, _lady
0.0, _landstuhl
0.0, _language
0.06001091008560278, _large
0.0, _largely
0.0, _larger
0.0, _largest
0.18755815104025278, _late
0.0, _latest
0.0, _latino
0.0, _latinos
0.0, _launched
0.0, _law
0.0, _lawmakers
0.0, _lawyer
0.0, _lead
0.0, _leader
0.0, _leaders
0.0, _leadership
0.0, _leading
0.0, _league
0.07566071588587138, _learn
0.0, _learning
0.0, _leave
0.0, _leaving
0.0, _led
0.0, _left
0.0, _legacy
0.0, _legal
0.0, _legislation
0.0, _legislative
0.0, _lenders
0.0, _lesson
0.0, _letter
0.0, _level
0.0, _liberal
0.0, _lie
0.0, _lieberman
0.0, _lies
0.0, _life
0.17546465803069364, _likes
0.14574810725959692, _limbaugh
0.0, _limited
0.0, _limits
0.0, _line
0.0, _lines
0.0, _link
0.0, _linking
0.0, _lipstick
0.0, _list
0.0, _listen
0.16888130896626027, _live
0.0, _lives
0.0, _living
0.0, _loan
0.0, _loans
0.0, _lobbying
0.0, _lobbyist
0.0, _lobbyists
0.0, _local
0.04817270793305765, _long
0.16177760144873848, _longer
0.0, _longtime
0.09437787473198948, _looked
0.0, _lopez
0.0, _lose
0.0, _losing
0.08396639810493468, _lost
0.0, _lot
0.0, _loud
0.0, _louis
0.17546465803069364, _love
0.0, _low
0.0, _lower
0.0, _mac
0.0, _machine
0.0, _made
0.0, _madonna
0.0, _mae
0.0, _magazine
0.0, _mail
0.0, _main
0.0, _mainstream
0.0, _major
0.0, _majority
0.043325758801651855, _make
0.0, _makes
0.0, _making
0.0, _man
0.0, _managed
0.0, _manager
0.0, _mansion
0.0, _map
0.0, _march
0.0, _mark
0.0, _market
0.0, _markets
0.17546465803069364, _married
0.0, _martin
0.0, _mass
0.0, _massachusetts
0.17546465803069364, _mate
0.0, _matter
0.10948093228907747, _matters
0.0, _matthew
0.0, _maverick
0.0, _mayor
0.0, _mccain
0.0, _mccains
0.0, _mcdonald
0.0, _md
0.0, _meaning
0.0, _means
0.0, _meant
0.0, _measure
0.0, _media
0.0, _medical
0.0, _medicare
0.10948093228907747, _meet
0.0, _meeting
0.0, _meetings
0.0, _meltdown
0.1539410047369463, _member
0.0, _members
0.07239234814032348, _men
0.1539410047369463, _mention
0.0, _mentioned
0.0, _message
0.0, _messages
0.0, _met
0.06963101004403538, _mexico
0.0, _michael
0.0, _michelle
0.0, _michigan
0.0, _middle
